30	0	0
30	0	0
29	0	0
28	0	0
27	0	0
26	0	0
25	0	0
24	0	0
23	0	0
22	0	0
21	0	0
20	0	0
19	0	0
18	0	0
17	0	0
16	0	0
15	0	0
14	0	0
13	0	0
12	0	0
11	0	0
10	0	0
9	0	0
8	0	0
7	0	0
6	0	0
5	0	0
4	0	0
3	0	0
2	0	0
1	0	0
0	0	0
0	0	0
0	0	0
46	10	0
46	10	0
45.0026	9.93758	0.125
44.0208	9.7513	0.25
43.0698	9.44406	0.375
42.1646	9.02066	0.5
41.3192	8.4877	0.625
40.5469	7.85351	0.75
39.8582	7.12921	0.853255
39.2007	6.37578	0.853255
38.5431	5.62236	0.853255
37.8856	4.86893	0.853255
37.2281	4.11551	0.853255
36.5705	3.36208	0.853255
35.9116	2.60991	0.83151
35.1935	1.91494	0.70651
34.3943	1.31493	0.58151
33.5265	0.819229	0.45651
32.6038	0.435584	0.33151
31.6404	0.16998	0.20651
30.6514	0.0265608	0.08151
30	0	0
0	0	0
250	0	0
250	7.10543e-15	3.60822e-16
249.003	0.0624187	-0.125
248.02	0.246832	-0.228083
247.046	0.472943	-0.228083
246.072	0.699053	-0.228083
245.098	0.925164	-0.228083
244.124	1.15127	-0.228083
243.15	1.37738	-0.228083
242.176	1.60349	-0.228083
241.202	1.82961	-0.228083
240.228	2.05572	-0.228083
239.253	2.28183	-0.228083
238.279	2.50794	-0.228083
237.305	2.73405	-0.228083
236.331	2.96016	-0.228083
235.357	3.18627	-0.228083
234.383	3.41238	-0.228083
233.409	3.63849	-0.228083
232.435	3.8646	-0.228083
231.461	4.09071	-0.228083
230.486	4.31682	-0.228083
229.512	4.54293	-0.228083
228.538	4.76904	-0.228083
227.564	4.99515	-0.228083
226.59	5.22126	-0.228083
225.616	5.44737	-0.228083
224.642	5.67348	-0.228083
223.668	5.89959	-0.228083
222.694	6.1257	-0.228083
221.72	6.35181	-0.228083
220.745	6.57792	-0.228083
219.771	6.80404	-0.228083
218.797	7.03015	-0.228083
217.823	7.25626	-0.228083
216.849	7.48237	-0.228083
215.875	7.70848	-0.228083
214.901	7.93459	-0.228083
213.927	8.1607	-0.228083
212.953	8.38681	-0.228083
211.979	8.61292	-0.228083
211.004	8.83903	-0.228083
210.03	9.06514	-0.228083
209.056	9.29125	-0.228083
208.082	9.51736	-0.228083
207.108	9.74347	-0.228083
206.134	9.96958	-0.228083
205.16	10.1957	-0.228083
204.182	10.4013	-0.155696
203.186	10.4943	-0.0306962
202.188	10.4625	0.0943038
201.534	10.3734	0.176777
200.142	10.1247	0.176777
198.735	10	0
197.313	10.1247	0.176777
195.907	10	0
194.485	10.1247	0.176777
193.071	10.1247	0.176777
191.664	10	0
190.242	10.1247	0.176777
188.836	10	0
187.414	10.1247	0.176777
186.007	10	0
184.593	10	0
183.171	10.1247	0.176777
181.765	10	0
180.343	10.1247	0.176777
178.936	10	0
177.515	10.1247	0.176777
176.1	10.1247	0.176777
174.693	10	0
173.272	10.1247	0.176777
171.865	10	0
170.443	10.1247	0.176777
169.029	10.1247	0.176777
167.622	10	0
166.201	10.1247	0.176777
164.794	10	0
163.372	10.1247	0.176777
161.966	10	0
160.544	10.1247	0.176777
159.13	10.1247	0.176777
157.723	10	0
156.301	10.1247	0.176777
154.894	10	0
153.473	10.1247	0.176777
152.059	10.1247	0.176777
150.652	10	0
149.23	10.1247	0.176777
147.823	10	0
146.402	10.1247	0.176777
144.995	10	0
143.573	10.1247	0.176777
142.159	10.1247	0.176777
140.752	10	0
139.331	10.1247	0.176777
137.924	10	0
136.502	10.1247	0.176777
135.088	10.1247	0.176777
133.681	10	0
132.26	10.1247	0.176777
130.853	10	0
129.431	10.1247	0.176777
128.017	10.1247	0.176777
126.61	10	0
125.189	10.1247	0.176777
123.782	10	0
122.36	10.1247	0.176777
120.953	10	0
119.532	10.1247	0.176777
118.118	10.1247	0.176777
116.711	10	0
115.289	10.1247	0.176777
113.882	10	0
112.461	10.1247	0.176777
111.046	10.1247	0.176777
109.64	10	0
108.218	10.1247	0.176777
106.811	10	0
105.39	10.1247	0.176777
103.983	10	0
102.561	10.1247	0.176777
101.147	10.1247	0.176777
99.7401	10	0
98.3185	10.1247	0.176777
96.9117	10	0
95.4901	10.1247	0.176777
94.0759	10.1247	0.176777
92.669	10	0
91.2475	10.1247	0.176777
89.8406	10	0
88.4191	10.1247	0.176777
87.0048	10.1247	0.176777
85.598	10	0
84.1764	10.1247	0.176777
82.7696	10	0
81.348	10.1247	0.176777
79.9411	10	0
78.5196	10.1247	0.176777
77.1053	10.1247	0.176777
75.6985	10	0
74.2769	10.1247	0.176777
72.8701	10	0
71.4485	10.1247	0.176777
70.0343	10.1247	0.176777
68.6274	10	0
67.2058	10.1247	0.176777
65.799	10	0
64.3774	10.1247	0.176777
62.9706	10	0
61.549	10.1247	0.176777
60.1348	10.1247	0.176777
58.7279	10	0
57.3064	10.1247	0.176777
55.8995	10	0
54.4779	10.1247	0.176777
53.0637	10.1247	0.176777
51.6569	10	0
50.2353	10.1247	0.176777
48.8284	10	0
47.4069	10.1247	0.176777
46	10	0
